208,141000
209,277000
210,145000
211,98000
212,186000
213,252678
214,156000
215,161750
216,134450
217,210000
218,107000
219,311500
220,167240
221,204900
222,200000
223,179900
224,97000
225,386250
226,112000
227,290000
228,106000
229,125000
230,192500
231,148000
232,403000
233,94500
234,128200
235,216500
236,89500
237,185500
238,194500
239,318000
240,113000
241,262500
242,110500
243,79000
244,120000
245,205000
246,241500
247,137000
248,140000
249,180000
250,277000
251,76500
252,235000
253,173000
254,158000
255,145000
256,230000
257,207500
258,220000
259,231500
260,97000
261,176000
262,276000
263,151000
264,130000
265,73000
266,175500
267,185000
268,179500
269,120500
270,148000
271,266000
272,241500
273,290000
274,139000
275,124500
276,205000
277,201000
278,141000
279,415298
280,192000
281,228500
282,185000
283,207500
284,244600
285,179200
286,164700
287,159000
288,88000
289,122000
290,153575
291,233230
292,135900
293,131000
294,235000
295,167000
296,142500
297,152000
298,239000
299,175000
300,158500
301,157000
302,267000
303,205000
304,149900
305,295000
306,305900
307,225000
308,89500
309,82500
310,360000
311,165600
312,132000
313,119900
314,375000
315,178000
316,188500
317,260000
318,270000
319,260000
320,187500
321,342643
322,354000
323,301000
324,126175
325,242000
326,87000
327,324000
328,145250
329,214500
330,78000
331,119000
332,139000
333,284000
334,207000
335,192000
336,228950
337,377426
338,214000
339,202500
340,155000
341,202900
342,82000
343,87500
344,266000
345,85000
346,140200
347,151500
348,157500
349,154000
350,437154
351,318061
352,190000
353,95000
354,105900
355,140000
356,177500
357,173000
358,134000
359,130000
360,280000
361,156000
362,145000
363,198500
364,118000
365,190000
366,147000
367,159000
368,165000
369,132000
370,162000
371,172400
372,134432
373,125000
374,123000
375,219500
376,61000
377,148000
378,340000
379,394432
380,179000
381,127000
382,187750
383,213500
384,76000
385,240000
386,192000
387,81000
388,125000
389,191000
390,426000
391,119000
392,215000
393,106500
394,100000
395,109000
396,129000
397,123000
398,169500
399,67000
400,241000
401,245500
402,164990
403,108000
404,258000
405,168000
406,150000
407,115000
408,177000
409,280000
410,339750
411,60000
412,145000
413,222000
414,115000
415,228000
416,181134
417,149500
418,239000
419,126000
420,142000
421,206300
422,215000
423,113000
424,315000
425,139000
426,135000
427,275000
428,109008
429,195400
430,175000
431,85400
432,79900
433,122500
434,181000
435,81000
436,212000
437,116000
438,119000
439,90350
440,110000
441,555000
442,118000
443,162900
444,172500
445,210000
446,127500
447,190000
448,199900
449,119500
450,120000
451,110000
452,280000
453,204000
454,210000
455,188000
456,175500
457,98000
458,256000
459,161000
460,110000
461,263435
462,155000
463,62383
464,188700
465,124000
466,178740
467,167000
468,146500
469,250000
470,187000
471,212000
472,190000
473,148000
474,440000
475,251000
476,132500
477,208900
478,380000
479,297000
480,89471
481,326000
482,374000
483,155000
484,164000
485,132500
486,147000
487,156000
488,175000
489,160000
490,86000
491,115000
492,133000
493,172785
494,155000
495,91300
496,34900
497,430000
498,184000
499,130000
500,120000
501,113000
502,226700
503,140000
504,289000
505,147000
506,124500
507,215000
508,208300
509,161000
510,124500
511,164900
512,202665
513,129900
514,134000
515,96500
516,402861
517,158000
518,265000
519,211000
520,234000
521,150000
522,159000
523,184750
524,315750
525,176000
526,132000
527,446261
528,86000
529,200624
530,175000
531,128000
532,107500
533,39300
534,178000
535,107500
536,188000
537,111250
538,158000
539,272000
540,315000
541,248000
542,213250
543,133000
544,179665
545,229000
546,210000
547,129500
548,125000
549,263000
550,140000
551,112500
552,255500
553,108000
554,284000
555,113000
556,141000
557,108000
558,175000
559,234000
560,121500
561,170000
562,108000
563,185000
564,268000
565,128000
566,325000
567,214000
568,316600
569,135960
570,142600
571,120000
572,224500
573,170000
574,139000
575,118500
576,145000
577,164500
578,146000
579,131500
580,181900
581,253293
582,118500
583,325000
584,133000
585,369900
586,130000
587,137000
588,143000
589,79500
590,185900
591,451950
592,138000
593,140000
594,110000
595,319000
596,114504
597,194201
598,217500
599,151000
600,275000
601,141000
602,220000
603,151000
604,221000
605,205000
606,152000
607,225000
608,359100
609,118500
610,313000
611,148000
612,261500
613,147000
614,75500
615,137500
616,183200
617,105500
618,314813
619,305000
620,67000
621,240000
622,135000
623,168500
624,165150
625,160000
626,139900
627,153000
628,135000
629,168500
630,124000
631,209500
632,82500
633,139400
634,144000
635,200000
636,60000
637,93000
638,85000
639,264561
640,274000
641,226000
642,345000
643,152000
644,370878
645,143250
646,98300
647,155000
648,155000
649,84500
650,205950
651,108000
652,191000
653,135000
654,350000
655,88000
656,145500
657,149000
658,97500
659,167000
660,197900
661,402000
662,110000
663,137500
664,423000
665,230500
666,129000
667,193500
668,168000
669,137500
670,173500
671,103600
672,165000
673,257500
674,140000
675,148500
676,87000
677,109500
678,372500
679,128500
680,143000
681,159434
682,173000
683,285000
684,221000
685,207500
686,227875
687,148800
688,392000
689,194700
690,141000
691,755000
692,335000
693,108480
694,141500
695,176000
696,89000
697,123500
698,138500
699,196000
700,312500
701,140000
702,361919
703,140000
704,213000
705,55000
706,302000
707,254000
708,179540
709,109900
710,52000
711,102776
712,189000
713,129000
714,130500
715,165000
716,159500
717,157000
718,341000
719,128500
720,275000
721,143000
722,124500
723,135000
724,320000
725,120500
726,222000
727,194500
728,110000
729,103000
730,236500
731,187500
732,222500
733,131400
734,108000
735,163000
736,93500
737,239900
738,179000
739,190000
740,132000
741,142000
742,179000
743,175000
744,180000
745,299800
746,236000
747,265979
748,260400
749,98000
750,96500
751,162000
752,217000
753,275500
754,156000
755,172500
756,212000
757,158900
758,179400
759,290000
760,127500
761,100000
762,215200
763,337000
764,270000
765,264132
766,196500
767,160000
768,216837
769,538000
770,134900
771,102000
772,107000
773,114500
774,395000
775,162000
776,221500
777,142500
778,144000
779,135000
780,176000
781,175900
782,187100
783,165500
784,128000
785,161500
786,139000
787,233000
788,107900
789,187500
790,160200
791,146800
792,269790
793,225000
794,194500
795,171000
796,143500
797,110000
798,485000
799,175000
800,200000
801,109900
802,189000
803,582933
804,118000
805,227680
806,135500
807,223500
808,159950
809,106000
810,181000
811,144500
812,55993
813,157900
814,116000
815,224900
816,137000
817,271000
818,155000
819,224000
820,183000
821,93000
822,225000
823,139500
824,232600
825,385000
826,109500
827,189000
828,185000
829,147400
830,166000
831,151000
832,237000
833,167000
834,139950
835,128000
836,153500
837,100000
838,144000
839,130500
840,140000
841,157500
842,174900
843,141000
844,153900
845,171000
846,213000
847,133500
848,240000
849,187000
850,131500
851,215000
852,164000
853,158000
854,170000
855,127000
856,147000
857,174000
858,152000
859,250000
860,189950
861,131500
862,152000
863,132500
864,250580
865,148500
866,248900
867,129000
868,169000
869,236000
870,109500
871,200500
872,116000
873,133000
874,66500
875,303477
876,132250
877,350000
878,148000
879,136500
880,157000
881,187500
882,178000
883,118500
884,100000
885,328900
886,145000
887,135500
888,268000
889,149500
890,122900
891,172500
892,154500
893,165000
894,118858
895,140000
896,106500
897,142953
898,611657
899,135000
900,110000
901,153000
902,180000
903,240000
904,125500
905,128000
906,255000
907,250000
908,131000
909,174000
910,154300
911,143500
912,88000
913,145000
914,173733
915,75000
916,35311
917,135000
918,238000
919,176500
920,201000
921,145900
922,169990
923,193000
924,207500
925,175000
926,285000
927,176000
928,236500
929,222000
930,201000
931,117500
932,320000
933,190000
934,242000
935,79900
936,184900
937,253000
938,239799
939,244400
940,150900
941,214000
942,150000
943,143000
944,137500
945,124900
946,143000
947,270000
948,192500
949,197500
950,129000
951,119900
952,133900
953,172000
954,127500
955,145000
956,124000
957,132000
958,185000
959,155000
960,116500
961,272000
962,155000
963,239000
964,214900
965,178900
966,160000
967,135000
968,37900
969,140000
970,135000
971,173000
972,99500
973,182000
974,167500
975,165000
976,85500
977,199900
978,110000
979,139000
980,178400
981,336000
982,159895
983,255900
984,126000
985,125000
986,117000
987,395192
988,195000
989,197000
990,348000
991,168000
992,187000
993,173900
994,337500
995,121600
996,136500
997,185000
998,91000
999,206000
1000,82000
1001,86000
1002,232000
1003,136905
1004,181000
1005,149900
1006,163500
1007,88000
1008,240000
1009,102000
1010,135000
1011,100000
1012,165000
1013,85000
1014,119200
1015,227000
1016,203000
1017,187500
1018,160000
1019,213490
1020,176000
1021,194000
1022,87000
1023,191000
1024,287000
1025,112500
1026,167500
1027,293077
1028,105000
1029,118000
1030,160000
1031,197000
1032,310000
1033,230000
1034,119750
1035,84000
1036,315500
1037,287000
1038,97000
1039,80000
1040,155000
1041,173000
1042,196000
1043,262280
1044,278000
1045,139600
1046,556581
1047,145000
1048,115000
1049,84900
1050,176485
1051,200141
1052,165000
1053,144500
1054,255000
1055,180000
1056,185850
1057,248000
1058,335000
1059,220000
1060,213500
1061,81000
1062,90000
1063,110500
1064,154000
1065,328000
1066,178000
1067,167900
1068,151400
1069,135000
1070,135000
1071,154000
1072,91500
1073,159500
1074,194000
1075,219500
1076,170000
1077,138800
1078,155900
1079,126000
1080,145000
1081,133000
1082,192000
1083,160000
1084,187500
1085,147000
1086,83500
1087,252000
1088,137500
1089,197000
1090,92900
1091,160000
1092,136500
1093,146000
1094,129000
1095,176432
1096,127000
1097,170000
1098,128000
1099,157000
1100,60000
1101,119500
1102,135000
1103,159500
1104,106000
1105,325000
1106,179900
1107,274725
1108,181000
1109,280000
1110,188000
1111,205000
1112,129900
1113,134500
1114,117000
1115,318000
1116,184100
1117,130000
1118,140000
1119,133700
1120,118400
1121,212900
1122,112000
1123,118000
1124,163900
1125,115000
1126,174000
1127,259000
1128,215000
1129,140000
1130,135000
1131,93500
1132,117500
1133,239500
1134,169000
1135,102000
1136,119000
1137,94000
1138,196000
1139,144000
1140,139000
1141,197500
1142,424870
1143,80000
1144,80000
1145,149000
1146,180000
1147,174500
1148,116900
1149,143000
1150,124000
1151,149900
1152,230000
1153,120500
1154,201800
1155,218000
1156,179900
1157,230000
1158,235128
1159,185000
1160,146000
1161,224000
1162,129000
1163,108959
1164,194000
1165,233170
1166,245350
1167,173000
1168,235000
1169,625000
1170,171000
1171,163000
1172,171900
1173,200500
1174,239000
1175,285000
1176,119500
1177,115000
1178,154900
1179,93000
1180,250000
1181,392500
1182,745000
1183,120000
1184,186700
1185,104900
1186,95000
1187,262000
1188,195000
1189,189000
1190,168000
1191,174000
1192,125000
1193,165000
1194,158000
1195,176000
1196,219210
1197,144000
1198,178000
1199,148000
1200,116050
1201,197900
1202,117000
1203,213000
1204,153500
1205,271900
1206,107000
1207,200000
1208,140000
1209,290000
1210,189000
1211,164000
1212,113000
1213,145000
1214,134500
1215,125000
1216,112000
1217,229456
1218,80500
1219,91500
1220,115000
1221,134000
1222,143000
1223,137900
1224,184000
1225,145000
1226,169900
1227,214000
1228,147000
1229,367294
1230,127000
1231,190000
1232,132500
1233,101800
1234,142000
1235,130000
1236,138887
1237,175500
1238,195000
1239,142500
1240,265900
1241,224900
1242,248328
1243,170000
1244,465000
1245,230000
1246,178000
1247,186500
1248,129500
1249,119000
1250,244000
1251,171750
1252,130000
1253,294000
1254,165400
1255,127500
1256,301500
1257,99900
1258,190000
1259,151000
1260,181000
1261,128900
1262,161500
1263,180500
1264,181000
1265,183900
1266,122000
1267,378500
1268,381000
1269,144000
1270,260000
1271,185750
1272,137000
1273,177000
1274,139000
1275,137000
1276,162000
1277,197900
1278,237000
1279,68400
1280,227000
1281,180000
1282,150500
1283,139000
1284,169000
1285,132500
1286,143000
1287,190000
1288,278000
1289,281000
1290,180500
1291,119500
1292,107500
1293,162900
1294,115000
1295,138500
1296,155000
1297,140000
1298,160000
1299,154000
1300,225000
1301,177500
1302,290000
1303,232000
1304,130000
1305,325000
1306,202500
1307,138000
1308,147000
1309,179200
1310,335000
1311,203000
1312,302000
1313,333168
1314,119000
1315,206900
1316,295493
1317,208900
1318,275000
1319,111000
1320,156500
1321,72500
1322,190000
1323,82500
1324,147000
1325,55000
1326,79000
1327,130500
1328,256000
1329,176500
1330,227000
1331,132500
1332,100000
1333,125500
1334,125000
1335,167900
1336,135000
1337,52500
1338,200000
1339,128500
1340,123000
1341,155000
1342,228500
1343,177000
1344,155835
1345,108500
1346,262500
1347,283463
1348,215000
1349,122000
1350,200000
1351,171000
1352,134900
1353,410000
1354,235000
1355,170000
1356,110000
1357,149900
1358,177500
1359,315000
1360,189000
1361,260000
1362,104900
1363,156932
1364,144152
1365,216000
1366,193000
1367,127000
1368,144000
1369,232000
1370,105000
1371,165500
1372,274300
1373,466500
1374,250000
1375,239000
1376,91000
1377,117000
1378,83000
1379,167500
1380,58500
1381,237500
1382,157000
1383,112000
1384,105000
1385,125500
1386,250000
1387,136000
1388,377500
1389,131000
1390,235000
1391,124000
1392,123000
1393,163000
1394,246578
1395,281213
1396,160000
1397,137500
1398,138000
1399,137450
1400,120000
1401,193000
1402,193879
1403,282922
1404,105000
1405,275000
1406,133000
1407,112000
1408,125500
1409,215000
1410,230000
1411,140000
1412,90000
1413,257000
1414,207000
1415,175900
1416,122500
1417,340000
1418,124000
1419,223000
1420,179900
1421,127500
1422,136500
1423,274970
1424,144000
1425,142000
1426,271000
1427,140000
1428,119000
1429,182900
1430,192140
1431,143750
1432,64500
1433,186500
1434,160000
1435,174000
1436,120500
1437,394617
1438,149700
1439,197000
1440,191000
1441,149300
1442,310000
1443,121000
1444,179600
1445,129000
1446,157900
1447,240000
1448,112000
1449,92000
1450,136000
1451,287090
1452,145000
1453,84500
1454,185000
1455,175000
1456,210000
1457,266500
1458,142125
1459,147500
